side1,side2,side3,side_type,angle_type
15,8,17,scalene,right
14,6,14,isosceles,acute
14,13,3,scalene,obtuse
13,13,12,isosceles,acute
9,17,20,scalene,obtuse
3,8,8,isosceles,acute
15,15,15,equilateral,equiangular
12,9,15,scalene,right
15,20,15,isosceles,acute
6,10,9,scalene,acute
6,10,8,scalene,right
5,5,2,isosceles,acute
6,8,6,isosceles,acute
9,12,9,isosceles,acute
12,15,15,isosceles,acute
14,10,7,scalene,obtuse
16,12,20,scalene,right
7,7,7,equilateral,equiangular
16,16,12,isosceles,acute
6,10,8,scalene,right
12,12,12,equilateral,equiangular
20,5,20,isosceles,acute
13,13,13,equilateral,equiangular
13,18,12,scalene,obtuse
4,3,5,scalene,right
7,7,7,equilateral,equiangular
16,8,10,scalene,obtuse
9,9,9,equilateral,equiangular
8,10,6,scalene,right
20,5,20,isosceles,acute
17,6,17,isosceles,acute
16,20,16,isosceles,acute
3,5,4,scalene,right
5,10,10,isosceles,acute
16,4,18,scalene,obtuse
15,11,7,scalene,obtuse
8,12,8,isosceles,obtuse
15,11,10,scalene,obtuse
18,18,18,equilateral,equiangular
8,8,8,equilateral,equiangular
6,10,8,scalene,right
8,6,10,scalene,right
11,11,11,equilateral,equiangular
12,5,13,scalene,right
7,10,6,scalene,obtuse
14,14,14,equilateral,equiangular
15,17,8,scalene,right
9,9,9,equilateral,equiangular
6,12,9,scalene,obtuse
4,5,3,scalene,right
14,14,14,equilateral,equiangular
13,15,15,isosceles,acute
8,8,8,equilateral,equiangular
15,14,15,isosceles,acute
13,9,7,scalene,obtuse
14,14,20,isosceles,obtuse
10,10,10,equilateral,equiangular
16,20,12,scalene,right
9,18,16,scalene,acute
18,16,10,scalene,acute
6,8,10,scalene,right
8,15,17,scalene,right
7,6,6,isosceles,acute
12,13,5,scalene,right
5,16,19,scalene,obtuse
16,20,12,scalene,right
18,18,2,isosceles,acute
8,9,16,scalene,obtuse
20,18,20,isosceles,acute
4,13,10,scalene,obtuse
12,13,2,scalene,obtuse
7,2,8,scalene,obtuse
12,12,12,equilateral,equiangular
17,15,15,isosceles,acute
12,11,9,scalene,acute
1,1,1,equilateral,equiangular
9,16,12,scalene,obtuse
12,9,14,scalene,acute
15,15,15,equilateral,equiangular
18,5,18,isosceles,acute
10,10,8,isosceles,acute
8,2,8,isosceles,acute
15,4,17,scalene,obtuse
17,15,4,scalene,obtuse
9,5,11,scalene,obtuse
8,8,4,isosceles,acute
8,18,13,scalene,obtuse
9,8,3,scalene,obtuse
18,15,18,isosceles,acute
8,17,15,scalene,right
5,13,12,scalene,right
16,16,16,equilateral,equiangular
4,4,7,isosceles,obtuse
19,8,17,scalene,obtuse
20,20,20,equilateral,equiangular
9,15,12,scalene,right
10,6,8,scalene,right
3,3,3,equilateral,equiangular
7,6,7,isosceles,acute
7,13,10,scalene,obtuse
15,15,19,isosceles,acute
5,11,13,scalene,obtuse
19,16,9,scalene,obtuse
17,15,14,scalene,acute
11,20,15,scalene,obtuse
4,5,3,scalene,right
9,16,17,scalene,acute
14,3,14,isosceles,acute
8,17,15,scalene,right
11,19,18,scalene,acute
7,12,7,isosceles,obtuse
18,18,18,equilateral,equiangular
19,19,16,isosceles,acute
3,4,5,scalene,right
10,5,10,isosceles,acute
8,8,8,equilateral,equiangular
8,14,12,scalene,acute
13,13,13,equilateral,equiangular
14,15,9,scalene,acute
12,20,20,isosceles,acute
6,11,11,isosceles,acute
20,20,20,equilateral,equiangular
18,18,18,equilateral,equiangular
12,16,20,scalene,right
18,18,12,isosceles,acute
8,8,8,equilateral,equiangular
8,18,19,scalene,acute
10,10,15,isosceles,obtuse
20,12,16,scalene,right
10,10,10,equilateral,equiangular
5,3,4,scalene,right
12,17,12,isosceles,obtuse
17,19,10,scalene,acute
3,5,4,scalene,right
17,17,11,isosceles,acute
19,19,19,equilateral,equiangular
10,18,9,scalene,obtuse
8,10,6,scalene,right
10,10,10,equilateral,equiangular
11,20,18,scalene,acute
12,16,20,scalene,right
2,12,13,scalene,obtuse
11,14,14,isosceles,acute
16,20,12,scalene,right
10,8,6,scalene,right
6,8,6,isosceles,acute
19,9,17,scalene,acute
16,16,16,equilateral,equiangular
6,6,6,equilateral,equiangular
9,8,13,scalene,obtuse
14,14,1,isosceles,acute
3,3,3,equilateral,equiangular
3,3,3,equilateral,equiangular
12,12,5,isosceles,acute
14,14,14,equilateral,equiangular
5,12,13,scalene,right
20,20,20,equilateral,equiangular
20,20,1,isosceles,acute
16,19,5,scalene,obtuse
15,11,17,scalene,acute
17,15,8,scalene,right
5,12,13,scalene,right
12,9,15,scalene,right
11,17,20,scalene,acute
8,13,7,scalene,obtuse
9,9,9,equilateral,equiangular
6,6,6,equilateral,equiangular
12,12,18,isosceles,obtuse
4,14,12,scalene,obtuse
19,19,19,equilateral,equiangular
20,6,20,isosceles,acute
5,4,3,scalene,right
8,19,15,scalene,obtuse
16,12,20,scalene,right
11,11,11,equilateral,equiangular
4,4,4,equilateral,equiangular
4,4,4,equilateral,equiangular
5,13,12,scalene,right
20,10,20,isosceles,acute
15,11,11,isosceles,acute
17,8,15,scalene,right
8,8,8,equilateral,equiangular
4,3,5,scalene,right
5,5,5,equilateral,equiangular
12,6,17,scalene,obtuse
15,17,8,scalene,right
14,20,8,scalene,obtuse
8,15,17,scalene,right
12,17,17,isosceles,acute
9,4,9,isosceles,acute
8,8,8,equilateral,equiangular
13,13,13,equilateral,equiangular
4,4,2,isosceles,acute
15,7,18,scalene,obtuse
2,2,2,equilateral,equiangular
8,6,10,scalene,right
6,11,11,isosceles,acute
7,5,7,isosceles,acute
8,15,17,scalene,right
15,9,11,scalene,obtuse
6,8,3,scalene,obtuse
16,20,16,isosceles,acute
16,16,16,equilateral,equiangular
19,19,19,equilateral,equiangular
6,15,20,scalene,obtuse
20,16,10,scalene,obtuse
19,15,15,isosceles,acute
13,3,13,isosceles,acute
9,17,17,isosceles,acute
7,2,7,isosceles,acute
6,6,6,equilateral,equiangular
16,18,11,scalene,acute
4,4,4,equilateral,equiangular
14,14,18,isosceles,acute
20,12,16,scalene,right
14,17,17,isosceles,acute
3,5,4,scalene,right
19,4,19,isosceles,acute
10,3,10,isosceles,acute
13,5,12,scalene,right
5,5,5,equilateral,equiangular
6,8,10,scalene,right
15,16,15,isosceles,acute
13,13,13,equilateral,equiangular
7,19,19,isosceles,acute
9,8,2,scalene,obtuse
9,16,18,scalene,acute
3,5,4,scalene,right
8,8,8,equilateral,equiangular
8,7,11,scalene,obtuse
15,8,17,scalene,right
1,8,8,isosceles,acute
15,11,8,scalene,obtuse
17,17,3,isosceles,acute
10,15,8,scalene,obtuse
8,8,8,equilateral,equiangular
12,12,12,equilateral,equiangular
15,17,3,scalene,obtuse
15,2,14,scalene,obtuse
20,18,9,scalene,acute
5,5,5,equilateral,equiangular
18,3,18,isosceles,acute
15,18,17,scalene,acute
5,16,16,isosceles,acute
3,16,18,scalene,obtuse
20,20,20,equilateral,equiangular
20,2,20,isosceles,acute
6,6,6,equilateral,equiangular
16,19,16,isosceles,acute
5,11,10,scalene,acute
20,20,20,equilateral,equiangular
16,20,12,scalene,right
15,18,6,scalene,obtuse
10,6,13,scalene,obtuse
8,11,11,isosceles,acute
19,10,10,isosceles,obtuse
5,9,5,isosceles,obtuse
16,16,1,isosceles,acute
14,6,19,scalene,obtuse
9,1,9,isosceles,acute
5,3,4,scalene,right
14,14,14,equilateral,equiangular
12,9,15,scalene,right
9,15,10,scalene,obtuse
4,3,5,scalene,right
4,3,5,scalene,right
8,6,10,scalene,right
9,12,8,scalene,acute
13,12,5,scalene,right
1,1,1,equilateral,equiangular
12,12,12,equilateral,equiangular
8,15,17,scalene,right
9,12,15,scalene,right
13,19,7,scalene,obtuse
12,12,12,equilateral,equiangular
6,5,3,scalene,obtuse
14,14,14,equilateral,equiangular
8,15,17,scalene,right
3,3,3,equilateral,equiangular
9,7,11,scalene,acute
8,10,3,scalene,obtuse
5,13,12,scalene,right
11,11,9,isosceles,acute
12,5,15,scalene,obtuse
3,8,10,scalene,obtuse
19,19,19,equilateral,equiangular
1,1,1,equilateral,equiangular
20,20,17,isosceles,acute
18,19,9,scalene,acute
17,19,11,scalene,acute
12,12,12,equilateral,equiangular
18,20,6,scalene,obtuse
6,12,11,scalene,acute
2,12,13,scalene,obtuse
20,18,18,isosceles,acute
7,14,13,scalene,acute
15,8,17,scalene,right
10,10,3,isosceles,acute
15,18,12,scalene,acute
16,10,18,scalene,acute
1,1,1,equilateral,equiangular
3,19,17,scalene,obtuse
12,15,9,scalene,right
9,4,6,scalene,obtuse
6,15,18,scalene,obtuse
12,9,15,scalene,right
12,4,12,isosceles,acute
10,10,10,equilateral,equiangular
12,20,16,scalene,right
3,4,5,scalene,right
20,15,16,scalene,acute
11,11,11,equilateral,equiangular
14,12,12,isosceles,acute
8,8,8,equilateral,equiangular
12,12,14,isosceles,acute
8,15,17,scalene,right
5,12,13,scalene,right
17,20,4,scalene,obtuse
5,13,12,scalene,right
13,2,13,isosceles,acute
14,14,8,isosceles,acute
11,11,11,equilateral,equiangular
4,5,3,scalene,right
5,4,3,scalene,right
15,8,17,scalene,right
17,19,7,scalene,obtuse
16,20,12,scalene,right
7,7,7,equilateral,equiangular
13,12,5,scalene,right
16,16,16,equilateral,equiangular
9,15,12,scalene,right
12,15,9,scalene,right
8,12,8,isosceles,obtuse
15,5,15,isosceles,acute
12,8,12,isosceles,acute
9,11,11,isosceles,acute
2,2,2,equilateral,equiangular
13,17,13,isosceles,acute
2,2,2,equilateral,equiangular
6,20,19,scalene,obtuse
7,10,10,isosceles,acute
7,13,17,scalene,obtuse
13,5,13,isosceles,acute
13,13,13,equilateral,equiangular
13,4,14,scalene,obtuse
4,5,3,scalene,right
13,15,19,scalene,acute
17,17,15,isosceles,acute
12,16,6,scalene,obtuse
11,11,1,isosceles,acute
18,18,18,equilateral,equiangular
18,14,10,scalene,obtuse
5,13,12,scalene,right
9,15,12,scalene,right
7,6,2,scalene,obtuse
11,13,17,scalene,acute
12,14,12,isosceles,acute
9,9,9,equilateral,equiangular
4,4,4,equilateral,equiangular
18,18,18,equilateral,equiangular
11,14,17,scalene,acute
20,18,11,scalene,acute
16,12,20,scalene,right
16,10,16,isosceles,acute
5,14,17,scalene,obtuse
16,13,17,scalene,acute
19,19,19,equilateral,equiangular
12,20,16,scalene,right
6,6,11,isosceles,obtuse
10,5,13,scalene,obtuse
8,10,6,scalene,right
7,16,17,scalene,acute
8,8,12,isosceles,obtuse
5,3,4,scalene,right
17,15,9,scalene,acute
10,3,11,scalene,obtuse
14,6,15,scalene,acute
4,4,4,equilateral,equiangular
2,2,2,equilateral,equiangular
7,2,7,isosceles,acute
2,3,3,isosceles,acute
5,16,16,isosceles,acute
13,20,20,isosceles,acute
20,12,16,scalene,right
16,18,15,scalene,acute
5,5,5,equilateral,equiangular
19,8,15,scalene,obtuse
20,20,20,equilateral,equiangular
4,4,4,equilateral,equiangular
9,15,7,scalene,obtuse
15,17,8,scalene,right
3,2,2,isosceles,obtuse
18,18,18,equilateral,equiangular
5,12,13,scalene,right
6,10,8,scalene,right
7,7,11,isosceles,obtuse
12,12,20,isosceles,obtuse
11,11,15,isosceles,acute
15,15,15,equilateral,equiangular
12,4,14,scalene,obtuse
17,6,17,isosceles,acute
8,7,7,isosceles,acute
19,9,12,scalene,obtuse
15,8,17,scalene,right
10,10,10,equilateral,equiangular
11,13,13,isosceles,acute
7,4,4,isosceles,obtuse
10,6,8,scalene,right
15,15,17,isosceles,acute
19,19,19,equilateral,equiangular
18,18,18,equilateral,equiangular
5,12,13,scalene,right
5,3,4,scalene,right
9,9,9,equilateral,equiangular
13,13,14,isosceles,acute
10,13,7,scalene,obtuse
8,13,16,scalene,obtuse
16,20,12,scalene,right
18,18,14,isosceles,acute
9,12,15,scalene,right
11,19,19,isosceles,acute
16,20,12,scalene,right
7,7,7,equilateral,equiangular
4,4,4,equilateral,equiangular
18,18,13,isosceles,acute
6,10,8,scalene,right
19,19,19,equilateral,equiangular
14,14,14,equilateral,equiangular
15,15,6,isosceles,acute
3,3,3,equilateral,equiangular
12,20,15,scalene,obtuse
12,15,15,isosceles,acute
9,12,15,scalene,right
15,15,15,equilateral,equiangular
18,18,18,equilateral,equiangular
14,20,8,scalene,obtuse
13,13,13,equilateral,equiangular
15,17,8,scalene,right
6,6,6,equilateral,equiangular
9,9,8,isosceles,acute
5,5,5,equilateral,equiangular
7,18,17,scalene,acute
16,12,20,scalene,right
10,6,13,scalene,obtuse
14,14,14,equilateral,equiangular
17,3,19,scalene,obtuse
6,6,6,equilateral,equiangular
5,11,11,isosceles,acute
8,6,9,scalene,acute
7,7,7,equilateral,equiangular
6,13,17,scalene,obtuse
14,14,14,equilateral,equiangular
9,9,3,isosceles,acute
20,16,12,scalene,right
6,10,8,scalene,right
8,1,8,isosceles,acute
12,20,16,scalene,right
2,2,2,equilateral,equiangular
18,18,18,equilateral,equiangular
11,15,5,scalene,obtuse
12,4,11,scalene,obtuse
19,14,12,scalene,obtuse
7,7,2,isosceles,acute
9,13,13,isosceles,acute
9,19,13,scalene,obtuse
7,7,7,equilateral,equiangular
10,4,8,scalene,obtuse
15,8,17,scalene,right
2,16,15,scalene,obtuse
20,20,12,isosceles,acute
19,16,9,scalene,obtuse
12,15,9,scalene,right
16,5,14,scalene,obtuse
19,19,10,isosceles,acute
4,3,5,scalene,right
4,4,4,equilateral,equiangular
17,15,8,scalene,right
12,12,12,equilateral,equiangular
13,5,12,scalene,right
18,19,14,scalene,acute
20,11,16,scalene,obtuse
14,14,5,isosceles,acute
13,13,13,equilateral,equiangular
7,5,3,scalene,obtuse
14,12,10,scalene,acute
8,10,6,scalene,right
12,13,5,scalene,right
15,13,3,scalene,obtuse
9,12,14,scalene,acute
19,19,19,equilateral,equiangular
6,6,10,isosceles,obtuse
5,12,13,scalene,right
12,18,15,scalene,acute
13,8,16,scalene,obtuse
20,20,20,equilateral,equiangular
20,14,16,scalene,acute
18,14,18,isosceles,acute
3,3,3,equilateral,equiangular
5,12,13,scalene,right
14,14,14,equilateral,equiangular
4,5,3,scalene,right
13,13,13,equilateral,equiangular
18,18,18,equilateral,equiangular
9,9,10,isosceles,acute
18,15,5,scalene,obtuse
14,14,14,equilateral,equiangular
4,5,3,scalene,right
9,9,6,isosceles,acute
17,17,12,isosceles,acute
11,1,11,isosceles,acute
7,8,2,scalene,obtuse
13,13,13,equilateral,equiangular
13,17,13,isosceles,acute
15,15,15,equilateral,equiangular
11,15,17,scalene,acute
9,9,7,isosceles,acute
9,12,15,scalene,right
14,13,5,scalene,obtuse
15,7,15,isosceles,acute
9,20,14,scalene,obtuse
15,15,14,isosceles,acute
11,11,11,equilateral,equiangular
8,17,15,scalene,right
5,3,4,scalene,right
13,17,11,scalene,acute
8,13,6,scalene,obtuse
17,7,16,scalene,acute
19,14,19,isosceles,acute
9,9,2,isosceles,acute
19,14,18,scalene,acute
17,6,14,scalene,obtuse
19,3,19,isosceles,acute
9,9,9,equilateral,equiangular
14,19,19,isosceles,acute
13,13,13,equilateral,equiangular
5,5,5,equilateral,equiangular
12,12,16,isosceles,acute
19,16,16,isosceles,acute
13,12,13,isosceles,acute
3,3,3,equilateral,equiangular
2,2,2,equilateral,equiangular
5,17,17,isosceles,acute
11,11,3,isosceles,acute
3,3,3,equilateral,equiangular
19,19,5,isosceles,acute
4,4,4,equilateral,equiangular
5,4,3,scalene,right
11,11,10,isosceles,acute
8,6,10,scalene,right
17,11,11,isosceles,obtuse
9,17,16,scalene,acute
11,19,11,isosceles,obtuse
20,4,20,isosceles,acute
11,19,20,scalene,acute
18,18,18,equilateral,equiangular
12,4,10,scalene,obtuse
16,16,16,equilateral,equiangular
5,3,4,scalene,right
13,4,15,scalene,obtuse
12,12,3,isosceles,acute
2,4,3,scalene,obtuse
3,5,4,scalene,right
16,16,16,equilateral,equiangular
9,12,15,scalene,right
19,20,10,scalene,acute
19,13,19,isosceles,acute
7,7,7,equilateral,equiangular
20,12,16,scalene,right
1,1,1,equilateral,equiangular
8,11,9,scalene,acute
11,19,19,isosceles,acute
18,4,19,scalene,obtuse
12,16,20,scalene,right
13,5,12,scalene,right
2,2,2,equilateral,equiangular
2,2,2,equilateral,equiangular
3,4,5,scalene,right
10,11,8,scalene,acute
18,9,18,isosceles,acute
20,20,20,equilateral,equiangular
8,10,6,scalene,right
16,18,12,scalene,acute
4,15,16,scalene,obtuse
3,4,5,scalene,right
15,6,11,scalene,obtuse
15,15,15,equilateral,equiangular
17,15,19,scalene,acute
14,14,14,equilateral,equiangular
20,11,20,isosceles,acute
18,16,16,isosceles,acute
10,10,15,isosceles,obtuse
7,12,8,scalene,obtuse
14,15,18,scalene,acute
12,9,4,scalene,obtuse
18,19,19,isosceles,acute
5,4,3,scalene,right
13,12,5,scalene,right
11,8,8,isosceles,acute
2,2,2,equilateral,equiangular
17,18,17,isosceles,acute
1,19,19,isosceles,acute
15,8,17,scalene,right
17,15,4,scalene,obtuse
16,13,16,isosceles,acute
1,1,1,equilateral,equiangular
15,15,15,equilateral,equiangular
20,14,12,scalene,obtuse
8,6,10,scalene,right
16,11,8,scalene,obtuse
10,6,8,scalene,right
10,8,6,scalene,right
5,13,12,scalene,right
4,3,5,scalene,right
3,20,20,isosceles,acute
15,15,15,equilateral,equiangular
3,4,5,scalene,right
6,6,6,equilateral,equiangular
7,13,13,isosceles,acute
15,19,10,scalene,obtuse
10,6,8,scalene,right
14,15,8,scalene,acute
18,18,13,isosceles,acute
6,6,6,equilateral,equiangular
20,19,2,scalene,obtuse
10,10,10,equilateral,equiangular
5,3,3,isosceles,obtuse
17,6,17,isosceles,acute
8,3,10,scalene,obtuse
19,19,20,isosceles,acute
5,13,12,scalene,right
19,19,19,equilateral,equiangular
6,10,8,scalene,right
15,8,17,scalene,right
11,11,11,equilateral,equiangular
11,18,18,isosceles,acute
20,16,12,scalene,right
8,10,8,isosceles,acute
6,10,8,scalene,right
18,18,1,isosceles,acute
3,5,5,isosceles,acute
12,12,12,equilateral,equiangular
17,15,8,scalene,right
3,5,4,scalene,right
10,15,15,isosceles,acute
18,20,18,isosceles,acute
9,12,15,scalene,right
12,20,16,scalene,right
15,17,8,scalene,right
20,20,20,equilateral,equiangular
9,9,2,isosceles,acute
5,12,14,scalene,obtuse
2,2,2,equilateral,equiangular
15,12,9,scalene,right
6,4,6,isosceles,acute
10,10,10,equilateral,equiangular
9,9,12,isosceles,acute
10,8,8,isosceles,acute
5,9,11,scalene,obtuse
15,20,18,scalene,acute
9,20,16,scalene,obtuse
8,10,8,isosceles,acute
11,13,10,scalene,acute
12,5,13,scalene,right
9,9,9,equilateral,equiangular
19,16,4,scalene,obtuse
9,9,9,equilateral,equiangular
9,12,15,scalene,right
14,14,7,isosceles,acute
15,10,15,isosceles,acute
15,15,15,equilateral,equiangular
10,18,9,scalene,obtuse
19,19,19,equilateral,equiangular
15,7,17,scalene,obtuse
19,19,19,equilateral,equiangular
14,11,14,isosceles,acute
6,6,6,equilateral,equiangular
16,16,13,isosceles,acute
13,14,14,isosceles,acute
8,17,15,scalene,right
7,7,12,isosceles,obtuse
6,10,8,scalene,right
8,6,4,scalene,obtuse
15,8,17,scalene,right
11,5,14,scalene,obtuse
20,6,17,scalene,obtuse
19,11,14,scalene,obtuse
9,11,4,scalene,obtuse
12,13,5,scalene,right
17,13,5,scalene,obtuse
16,7,20,scalene,obtuse
2,9,8,scalene,obtuse
15,17,8,scalene,right
19,19,11,isosceles,acute
12,5,13,scalene,right
8,6,10,scalene,right
3,5,4,scalene,right
4,10,10,isosceles,acute
17,5,20,scalene,obtuse
19,19,19,equilateral,equiangular
8,8,8,equilateral,equiangular
10,17,12,scalene,obtuse
5,4,3,scalene,right
8,15,17,scalene,right
12,12,9,isosceles,acute
10,8,3,scalene,obtuse
12,7,14,scalene,obtuse
9,12,19,scalene,obtuse
15,9,12,scalene,right
7,7,12,isosceles,obtuse
10,9,10,isosceles,acute
13,11,16,scalene,acute
17,11,15,scalene,acute
15,17,18,scalene,acute
10,15,12,scalene,acute
16,16,16,equilateral,equiangular
17,17,17,equilateral,equiangular
20,11,13,scalene,obtuse
8,9,9,isosceles,acute
15,15,15,equilateral,equiangular
8,8,8,equilateral,equiangular
15,8,17,scalene,right
7,7,12,isosceles,obtuse
3,3,3,equilateral,equiangular
12,9,15,scalene,right
6,9,4,scalene,obtuse
6,10,8,scalene,right
7,13,13,isosceles,acute
12,14,19,scalene,obtuse
5,3,4,scalene,right
6,8,10,scalene,right
9,12,15,scalene,right
14,11,8,scalene,obtuse
4,3,5,scalene,right
9,20,12,scalene,obtuse
15,15,17,isosceles,acute
17,17,17,equilateral,equiangular
12,15,9,scalene,right
15,17,8,scalene,right
20,16,12,scalene,right
10,6,8,scalene,right
2,2,2,equilateral,equiangular
19,19,10,isosceles,acute
10,6,8,scalene,right
19,11,13,scalene,obtuse
10,18,10,isosceles,obtuse
6,8,10,scalene,right
17,15,8,scalene,right
19,20,13,scalene,acute
20,20,20,equilateral,equiangular
12,3,12,isosceles,acute
18,17,17,isosceles,acute
15,17,8,scalene,right
5,5,5,equilateral,equiangular
17,13,15,scalene,acute
18,18,18,equilateral,equiangular
13,13,13,equilateral,equiangular
1,1,1,equilateral,equiangular
9,9,9,equilateral,equiangular
1,1,1,equilateral,equiangular
14,12,19,scalene,obtuse
12,1,12,isosceles,acute
14,19,11,scalene,obtuse
10,11,8,scalene,acute
9,1,9,isosceles,acute
4,5,8,scalene,obtuse
10,8,16,scalene,obtuse
17,19,8,scalene,obtuse
8,8,8,equilateral,equiangular
9,9,9,equilateral,equiangular
14,14,14,equilateral,equiangular
12,12,1,isosceles,acute
12,9,20,scalene,obtuse
8,6,10,scalene,right
12,16,20,scalene,right
16,12,20,scalene,right
13,13,12,isosceles,acute
18,9,13,scalene,obtuse
3,13,13,isosceles,acute
3,3,3,equilateral,equiangular
7,10,7,isosceles,obtuse
13,11,13,isosceles,acute
16,15,17,scalene,acute
19,12,8,scalene,obtuse
8,10,6,scalene,right
13,15,15,isosceles,acute
4,5,3,scalene,right
15,10,15,isosceles,acute
17,13,20,scalene,acute
4,4,4,equilateral,equiangular
7,7,7,equilateral,equiangular
19,18,18,isosceles,acute
12,5,13,scalene,right
12,17,17,isosceles,acute
6,8,10,scalene,right
3,3,3,equilateral,equiangular
16,16,16,equilateral,equiangular
5,5,5,equilateral,equiangular
8,3,8,isosceles,acute
9,17,16,scalene,acute
14,14,14,equilateral,equiangular
17,5,20,scalene,obtuse
16,10,10,isosceles,obtuse
20,17,4,scalene,obtuse
1,18,18,isosceles,acute
8,17,16,scalene,acute
6,11,11,isosceles,acute
10,6,10,isosceles,acute
8,8,8,equilateral,equiangular
7,7,10,isosceles,obtuse
16,16,10,isosceles,acute
15,15,15,equilateral,equiangular
9,10,9,isosceles,acute
15,13,12,scalene,acute
12,6,17,scalene,obtuse
9,9,9,equilateral,equiangular
8,14,8,isosceles,obtuse
2,2,2,equilateral,equiangular
19,14,7,scalene,obtuse
2,2,2,equilateral,equiangular
6,7,8,scalene,acute
8,8,8,equilateral,equiangular
15,8,17,scalene,right
9,8,15,scalene,obtuse
15,17,8,scalene,right
13,12,5,scalene,right
16,20,12,scalene,right
18,18,18,equilateral,equiangular
11,9,7,scalene,acute
8,11,16,scalene,obtuse
15,15,15,equilateral,equiangular
6,11,7,scalene,obtuse
19,15,19,isosceles,acute
8,10,6,scalene,right
10,10,14,isosceles,acute
4,8,8,isosceles,acute
8,10,6,scalene,right
3,15,13,scalene,obtuse
6,6,6,equilateral,equiangular
4,2,5,scalene,obtuse
8,3,8,isosceles,acute
10,10,10,equilateral,equiangular
8,10,6,scalene,right
8,15,17,scalene,right
12,13,5,scalene,right
7,20,14,scalene,obtuse
13,19,19,isosceles,acute
1,1,1,equilateral,equiangular
3,11,12,scalene,obtuse
16,20,12,scalene,right
18,18,18,equilateral,equiangular
9,18,16,scalene,acute
10,8,6,scalene,right
13,17,19,scalene,acute
17,13,6,scalene,obtuse
20,19,20,isosceles,acute
18,9,14,scalene,obtuse
15,15,15,equilateral,equiangular
14,11,5,scalene,obtuse
9,14,9,isosceles,obtuse
17,6,20,scalene,obtuse
18,18,18,equilateral,equiangular
8,10,6,scalene,right
13,7,12,scalene,acute
4,4,4,equilateral,equiangular
8,8,13,isosceles,obtuse
8,5,4,scalene,obtuse
16,12,20,scalene,right
17,15,8,scalene,right
10,7,8,scalene,acute
18,15,18,isosceles,acute
11,6,11,isosceles,acute
19,13,17,scalene,acute
19,20,7,scalene,acute
5,11,11,isosceles,acute
13,7,14,scalene,acute
10,19,14,scalene,obtuse
5,6,5,isosceles,acute
11,13,13,isosceles,acute
9,12,15,scalene,right
4,20,20,isosceles,acute
11,17,7,scalene,obtuse
18,18,18,equilateral,equiangular
19,17,15,scalene,acute
3,3,3,equilateral,equiangular
12,5,13,scalene,right
10,10,8,isosceles,acute
14,7,16,scalene,obtuse
5,3,4,scalene,right
17,13,7,scalene,obtuse
17,17,17,equilateral,equiangular
14,5,16,scalene,obtuse
6,16,16,isosceles,acute
17,17,1,isosceles,acute
10,6,8,scalene,right
11,11,13,isosceles,acute
9,9,7,isosceles,acute
9,19,14,scalene,obtuse
10,3,10,isosceles,acute
15,7,11,scalene,obtuse
13,12,5,scalene,right
7,9,5,scalene,obtuse
1,1,1,equilateral,equiangular
17,17,17,equilateral,equiangular
19,18,3,scalene,obtuse
10,9,6,scalene,acute
8,15,8,isosceles,obtuse
14,14,14,equilateral,equiangular
6,14,9,scalene,obtuse
8,6,10,scalene,right
20,4,19,scalene,obtuse
15,12,9,scalene,right
18,12,9,scalene,obtuse
9,15,12,scalene,right
15,3,17,scalene,obtuse
2,2,2,equilateral,equiangular
16,20,12,scalene,right
9,12,17,scalene,obtuse
10,13,13,isosceles,acute
7,13,12,scalene,acute
10,6,8,scalene,right
10,12,7,scalene,acute
6,20,20,isosceles,acute
4,4,4,equilateral,equiangular
3,15,15,isosceles,acute
8,11,8,isosceles,acute
10,18,14,scalene,obtuse
9,9,9,equilateral,equiangular
1,1,1,equilateral,equiangular
5,4,3,scalene,right
12,12,1,isosceles,acute
17,10,10,isosceles,obtuse
16,14,13,scalene,acute
14,13,14,isosceles,acute
13,7,13,isosceles,acute
8,10,6,scalene,right
7,7,7,equilateral,equiangular
16,17,16,isosceles,acute
9,19,15,scalene,obtuse
11,13,13,isosceles,acute
11,7,10,scalene,acute
17,18,2,scalene,obtuse
19,16,19,isosceles,acute
9,12,15,scalene,right
1,1,1,equilateral,equiangular
18,18,18,equilateral,equiangular
19,15,18,scalene,acute
8,6,10,scalene,right
9,15,12,scalene,right
20,9,13,scalene,obtuse
17,17,17,equilateral,equiangular
14,14,7,isosceles,acute
11,8,11,isosceles,acute
12,4,14,scalene,obtuse
3,4,5,scalene,right
16,12,20,scalene,right
7,7,7,equilateral,equiangular
12,9,15,scalene,right
16,16,16,equilateral,equiangular
20,4,17,scalene,obtuse
4,5,3,scalene,right
17,8,10,scalene,obtuse
9,11,13,scalene,acute
18,18,18,equilateral,equiangular
14,13,14,isosceles,acute
4,4,4,equilateral,equiangular
5,5,5,equilateral,equiangular
11,18,12,scalene,obtuse
12,13,5,scalene,right
19,19,17,isosceles,acute
1,9,9,isosceles,acute
3,3,2,isosceles,acute
6,14,14,isosceles,acute
12,12,3,isosceles,acute
8,15,17,scalene,right
8,8,8,equilateral,equiangular
19,17,17,isosceles,acute
3,5,4,scalene,right
4,3,5,scalene,right
2,1,2,isosceles,acute
13,13,13,equilateral,equiangular
13,12,5,scalene,right
5,3,4,scalene,right
15,15,15,equilateral,equiangular
13,5,12,scalene,right
1,1,1,equilateral,equiangular
16,20,12,scalene,right
17,9,18,scalene,acute
